strain	date	region	country	division	genotype	lineage
DENV3/THAILAND/2013/00065/13	2013-01-01	THAILAND	DENV3	00065	13
DENV3/THAILAND/2003/00072/03	2003-01-01	THAILAND	DENV3	00072	03
DENV3/THAILAND/2002/00073/02	2002-01-01	THAILAND	DENV3	00073	02
DENV3/THAILAND/2010/00075/10	2010-01-01	THAILAND	DENV3	00075	10
DENV3/THAILAND/1995/00081/95	1995-01-01	THAILAND	DENV3	00081	95
DENV3/THAILAND/2012/00088/12	2012-01-01	THAILAND	DENV3	00088	12
DENV3/THAILAND/1994/00092/94	1994-01-01	THAILAND	DENV3	00092	94
DENV3/THAILAND/1994/00098/94	1994-01-01	THAILAND	DENV3	00098	94
DENV3/THAILAND/2002/00104/02	2002-01-01	THAILAND	DENV3	00104	02
DENV3/THAILAND/2011/00106/11	2011-01-01	THAILAND	DENV3	00106	11
DENV3/THAILAND/2006/00112/06	2006-01-01	THAILAND	DENV3	00112	06
DENV3/THAILAND/1994/00125/94	1994-01-01	THAILAND	DENV3	00125	94
DENV3/THAILAND/1994/00128/94	1994-01-01	THAILAND	DENV3	00128	94
DENV3/THAILAND/1994/00130/94	1994-01-01	THAILAND	DENV3	00130	94
DENV3/THAILAND/2002/00142/02	2002-01-01	THAILAND	DENV3	00142	02
DENV3/THAILAND/2002/00145/02	2002-01-01	THAILAND	DENV3	00145	02
DENV3/THAILAND/2014/00146/14	2014-01-01	THAILAND	DENV3	00146	14
DENV3/THAILAND/2001/00152/01	2001-01-01	THAILAND	DENV3	00152	01
DENV3/THAILAND/2006/00156/06	2006-01-01	THAILAND	DENV3	00156	06
DENV3/THAILAND/2005/00159/05	2005-01-01	THAILAND	DENV3	00159	05
DENV3/THAILAND/1999/00165/99	1999-01-01	THAILAND	DENV3	00165	99
DENV3/THAILAND/1998/00190/98	1998-01-01	THAILAND	DENV3	00190	98
DENV3/THAILAND/2011/00209/11	2011-01-01	THAILAND	DENV3	00209	11
DENV3/THAILAND/2000/00245/00	2000-01-01	THAILAND	DENV3	00245	00
DENV3/THAILAND/2000/00246/00	2000-01-01	THAILAND	DENV3	00246	00
DENV3/THAILAND/1995/00247/95	1995-01-01	THAILAND	DENV3	00247	95
DENV3/THAILAND/2006/00253/06	2006-01-01	THAILAND	DENV3	00253	06
DENV3/THAILAND/1994/00255/94	1994-01-01	THAILAND	DENV3	00255	94
DENV3/THAILAND/2012/00266/12	2012-01-01	THAILAND	DENV3	00266	12
DENV3/THAILAND/2001/00273/01	2001-01-01	THAILAND	DENV3	00273	01
DENV3/THAILAND/2006/00288/06	2006-01-01	THAILAND	DENV3	00288	06
DENV3/THAILAND/2006/00293/06	2006-01-01	THAILAND	DENV3	00293	06
DENV3/THAILAND/2006/00295/06	2006-01-01	THAILAND	DENV3	00295	06
DENV3/THAILAND/2003/00317/03	2003-01-01	THAILAND	DENV3	00317	03
DENV3/THAILAND/2004/00317/04	2004-01-01	THAILAND	DENV3	00317	04
DENV3/THAILAND/1998/00317/98	1998-01-01	THAILAND	DENV3	00317	98
DENV3/THAILAND/2011/00323/11	2011-01-01	THAILAND	DENV3	00323	11
DENV3/THAILAND/2000/00329/00	2000-01-01	THAILAND	DENV3	00329	00
DENV3/THAILAND/2000/00334/00	2000-01-01	THAILAND	DENV3	00334	00
DENV3/THAILAND/1999/00342/99	1999-01-01	THAILAND	DENV3	00342	99
DENV3/THAILAND/1995/00344/95	1995-01-01	THAILAND	DENV3	00344	95
DENV3/THAILAND/2012/00368/12	2012-01-01	THAILAND	DENV3	00368	12
DENV3/THAILAND/2006/00372/06	2006-01-01	THAILAND	DENV3	00372	06
DENV3/THAILAND/1995/00422/95	1995-01-01	THAILAND	DENV3	00422	95
DENV3/THAILAND/2002/00430/02	2002-01-01	THAILAND	DENV3	00430	02
DENV3/THAILAND/2014/00432/14	2014-01-01	THAILAND	DENV3	00432	14
DENV3/THAILAND/2004/00441/04	2004-01-01	THAILAND	DENV3	00441	04
DENV3/THAILAND/2002/00452/02	2002-01-01	THAILAND	DENV3	00452	02
DENV3/THAILAND/2006/00460/06	2006-01-01	THAILAND	DENV3	00460	06
DENV3/THAILAND/2003/00466/03	2003-01-01	THAILAND	DENV3	00466	03
DENV3/THAILAND/1997/00495/97	1997-01-01	THAILAND	DENV3	00495	97
DENV3/THAILAND/2011/00497/11	2011-01-01	THAILAND	DENV3	00497	11
DENV3/THAILAND/2002/00501/02	2002-01-01	THAILAND	DENV3	00501	02
DENV3/THAILAND/2002/00503/02	2002-01-01	THAILAND	DENV3	00503	02
DENV3/THAILAND/2011/00507/11	2011-01-01	THAILAND	DENV3	00507	11
DENV3/THAILAND/2014/00507/14	2014-01-01	THAILAND	DENV3	00507	14
DENV3/THAILAND/2011/00509/11	2011-01-01	THAILAND	DENV3	00509	11
DENV3/THAILAND/1994/00515/94	1994-01-01	THAILAND	DENV3	00515	94
DENV3/THAILAND/2012/00519/12	2012-01-01	THAILAND	DENV3	00519	12
DENV3/THAILAND/1995/00520/95	1995-01-01	THAILAND	DENV3	00520	95
DENV3/THAILAND/2014/00521/14	2014-01-01	THAILAND	DENV3	00521	14
DENV3/THAILAND/2003/00523/03	2003-01-01	THAILAND	DENV3	00523	03
DENV3/THAILAND/1995/00530/95	1995-01-01	THAILAND	DENV3	00530	95
DENV3/THAILAND/2002/00536/02	2002-01-01	THAILAND	DENV3	00536	02
DENV3/THAILAND/2011/00541/11	2011-01-01	THAILAND	DENV3	00541	11
DENV3/THAILAND/1995/00541/95	1995-01-01	THAILAND	DENV3	00541	95
DENV3/THAILAND/2014/00542/14	2014-01-01	THAILAND	DENV3	00542	14
DENV3/THAILAND/2011/00544/11	2011-01-01	THAILAND	DENV3	00544	11
DENV3/THAILAND/2006/00557/06	2006-01-01	THAILAND	DENV3	00557	06
DENV3/THAILAND/1999/00557/99	1999-01-01	THAILAND	DENV3	00557	99
DENV3/THAILAND/2014/00560/14	2014-01-01	THAILAND	DENV3	00560	14
DENV3/THAILAND/2003/00566/03	2003-01-01	THAILAND	DENV3	00566	03
DENV3/THAILAND/2003/00567/03	2003-01-01	THAILAND	DENV3	00567	03
DENV3/THAILAND/2003/00576/03	2003-01-01	THAILAND	DENV3	00576	03
DENV3/THAILAND/2006/00583/06	2006-01-01	THAILAND	DENV3	00583	06
DENV3/THAILAND/2006/00588/06	2006-01-01	THAILAND	DENV3	00588	06
DENV3/THAILAND/1998/00596/98	1998-01-01	THAILAND	DENV3	00596	98
DENV3/THAILAND/2004/00602/04	2004-01-01	THAILAND	DENV3	00602	04
DENV3/THAILAND/2012/00608/12	2012-01-01	THAILAND	DENV3	00608	12
DENV3/THAILAND/1995/00617/95	1995-01-01	THAILAND	DENV3	00617	95
DENV3/THAILAND/2006/00618/06	2006-01-01	THAILAND	DENV3	00618	06
DENV3/THAILAND/1995/00631/95	1995-01-01	THAILAND	DENV3	00631	95
DENV3/THAILAND/2006/00633/06	2006-01-01	THAILAND	DENV3	00633	06
DENV3/THAILAND/1998/00637/98	1998-01-01	THAILAND	DENV3	00637	98
DENV3/THAILAND/2012/00638/12	2012-01-01	THAILAND	DENV3	00638	12
DENV3/THAILAND/2012/00639/12	2012-01-01	THAILAND	DENV3	00639	12
DENV3/THAILAND/2006/00651/06	2006-01-01	THAILAND	DENV3	00651	06
DENV3/THAILAND/2005/00654/05	2005-01-01	THAILAND	DENV3	00654	05
DENV3/THAILAND/2014/00654/14	2014-01-01	THAILAND	DENV3	00654	14
DENV3/THAILAND/1995/00657/95	1995-01-01	THAILAND	DENV3	00657	95
DENV3/THAILAND/2003/00664/03	2003-01-01	THAILAND	DENV3	00664	03
DENV3/THAILAND/2002/00669/02	2002-01-01	THAILAND	DENV3	00669	02
DENV3/THAILAND/2006/00676/06	2006-01-01	THAILAND	DENV3	00676	06
DENV3/THAILAND/2001/00679/01	2001-01-01	THAILAND	DENV3	00679	01
DENV3/THAILAND/2014/00688/14	2014-01-01	THAILAND	DENV3	00688	14
DENV3/THAILAND/1998/00688/98	1998-01-01	THAILAND	DENV3	00688	98
DENV3/THAILAND/2013/00693/13	2013-01-01	THAILAND	DENV3	00693	13
DENV3/THAILAND/2013/00695/13	2013-01-01	THAILAND	DENV3	00695	13
DENV3/THAILAND/2009/00702/09	2009-01-01	THAILAND	DENV3	00702	09
DENV3/THAILAND/2014/00705/14	2014-01-01	THAILAND	DENV3	00705	14
DENV3/THAILAND/1994/00705/94	1994-01-01	THAILAND	DENV3	00705	94
DENV3/THAILAND/2002/00706/02	2002-01-01	THAILAND	DENV3	00706	02
DENV3/THAILAND/2003/00708/03	2003-01-01	THAILAND	DENV3	00708	03
DENV3/THAILAND/2006/00708/06	2006-01-01	THAILAND	DENV3	00708	06
DENV3/THAILAND/2013/00709/13	2013-01-01	THAILAND	DENV3	00709	13
DENV3/THAILAND/2006/00710/06	2006-01-01	THAILAND	DENV3	00710	06
DENV3/THAILAND/2014/00710/14	2014-01-01	THAILAND	DENV3	00710	14
DENV3/THAILAND/2013/00715/13	2013-01-01	THAILAND	DENV3	00715	13
DENV3/THAILAND/1994/00715/94	1994-01-01	THAILAND	DENV3	00715	94
DENV3/THAILAND/2006/00717/06	2006-01-01	THAILAND	DENV3	00717	06
DENV3/THAILAND/2013/00731/13	2013-01-01	THAILAND	DENV3	00731	13
DENV3/THAILAND/2005/00739/05	2005-01-01	THAILAND	DENV3	00739	05
DENV3/THAILAND/2014/00739/14	2014-01-01	THAILAND	DENV3	00739	14
DENV3/THAILAND/2002/00748/02	2002-01-01	THAILAND	DENV3	00748	02
DENV3/THAILAND/2012/00749/12	2012-01-01	THAILAND	DENV3	00749	12
DENV3/THAILAND/2014/00749/14	2014-01-01	THAILAND	DENV3	00749	14
DENV3/THAILAND/1996/00753/96	1996-01-01	THAILAND	DENV3	00753	96
DENV3/THAILAND/2014/00759/14	2014-01-01	THAILAND	DENV3	00759	14
DENV3/THAILAND/2002/00767/02	2002-01-01	THAILAND	DENV3	00767	02
DENV3/THAILAND/1995/00772/95	1995-01-01	THAILAND	DENV3	00772	95
DENV3/THAILAND/2006/00778/06	2006-01-01	THAILAND	DENV3	00778	06
DENV3/THAILAND/2001/00779/01	2001-01-01	THAILAND	DENV3	00779	01
DENV3/THAILAND/1995/00780/95	1995-01-01	THAILAND	DENV3	00780	95
DENV3/THAILAND/2012/00798/12	2012-01-01	THAILAND	DENV3	00798	12
DENV3/THAILAND/1994/00800/94	1994-01-01	THAILAND	DENV3	00800	94
DENV3/THAILAND/2005/00806/05	2005-01-01	THAILAND	DENV3	00806	05
DENV3/THAILAND/2013/00807/13	2013-01-01	THAILAND	DENV3	00807	13
DENV3/THAILAND/2012/00817/12	2012-01-01	THAILAND	DENV3	00817	12
DENV3/THAILAND/2006/00819/06	2006-01-01	THAILAND	DENV3	00819	06
DENV3/THAILAND/2006/00831/06	2006-01-01	THAILAND	DENV3	00831	06
DENV3/THAILAND/1994/00831/94	1994-01-01	THAILAND	DENV3	00831	94
DENV3/THAILAND/2012/00833/12	2012-01-01	THAILAND	DENV3	00833	12
DENV3/THAILAND/1996/00833/96	1996-01-01	THAILAND	DENV3	00833	96
DENV3/THAILAND/2011/00838/11	2011-01-01	THAILAND	DENV3	00838	11
DENV3/THAILAND/2011/00842/11	2011-01-01	THAILAND	DENV3	00842	11
DENV3/THAILAND/2005/00846/05	2005-01-01	THAILAND	DENV3	00846	05
DENV3/THAILAND/2005/00852/05	2005-01-01	THAILAND	DENV3	00852	05
DENV3/THAILAND/2005/00872/05	2005-01-01	THAILAND	DENV3	00872	05
DENV3/THAILAND/2003/00873/03	2003-01-01	THAILAND	DENV3	00873	03
DENV3/THAILAND/1994/00907/94	1994-01-01	THAILAND	DENV3	00907	94
DENV3/THAILAND/2013/00910/13	2013-01-01	THAILAND	DENV3	00910	13
DENV3/THAILAND/2013/00912/13	2013-01-01	THAILAND	DENV3	00912	13
DENV3/THAILAND/1994/00913/94	1994-01-01	THAILAND	DENV3	00913	94
DENV3/THAILAND/2011/00923/11	2011-01-01	THAILAND	DENV3	00923	11
DENV3/THAILAND/2001/00929/01	2001-01-01	THAILAND	DENV3	00929	01
DENV3/THAILAND/2001/00936/01	2001-01-01	THAILAND	DENV3	00936	01
DENV3/THAILAND/1994/00950/94	1994-01-01	THAILAND	DENV3	00950	94
DENV3/THAILAND/2013/00957/13	2013-01-01	THAILAND	DENV3	00957	13
DENV3/THAILAND/1995/00965/95	1995-01-01	THAILAND	DENV3	00965	95
DENV3/THAILAND/2001/00975/01	2001-01-01	THAILAND	DENV3	00975	01
DENV3/THAILAND/1996/00975/96	1996-01-01	THAILAND	DENV3	00975	96
DENV3/THAILAND/2004/00979/04	2004-01-01	THAILAND	DENV3	00979	04
DENV3/THAILAND/2005/00980/05	2005-01-01	THAILAND	DENV3	00980	05
DENV3/THAILAND/2001/00984/01	2001-01-01	THAILAND	DENV3	00984	01
DENV3/THAILAND/2004/00991/04	2004-01-01	THAILAND	DENV3	00991	04
DENV3/THAILAND/2006/00997/06	2006-01-01	THAILAND	DENV3	00997	06
DENV3/THAILAND/2012/00999/12	2012-01-01	THAILAND	DENV3	00999	12
DENV3/THAILAND/2001/01022/01	2001-01-01	THAILAND	DENV3	01022	01
DENV3/THAILAND/2010/01029/10	2010-01-01	THAILAND	DENV3	01029	10
DENV3/THAILAND/2011/01035/11	2011-01-01	THAILAND	DENV3	01035	11
DENV3/THAILAND/1996/01037/96	1996-01-01	THAILAND	DENV3	01037	96
DENV3/THAILAND/2006/01041/06	2006-01-01	THAILAND	DENV3	01041	06
DENV3/THAILAND/1995/01042/95	1995-01-01	THAILAND	DENV3	01042	95
DENV3/THAILAND/2006/01045/06	2006-01-01	THAILAND	DENV3	01045	06
DENV3/THAILAND/2006/01062/06	2006-01-01	THAILAND	DENV3	01062	06
DENV3/THAILAND/2006/01067/06	2006-01-01	THAILAND	DENV3	01067	06
DENV3/THAILAND/2003/01085/03	2003-01-01	THAILAND	DENV3	01085	03
DENV3/THAILAND/2012/01094/12	2012-01-01	THAILAND	DENV3	01094	12
DENV3/THAILAND/1994/01096/94	1994-01-01	THAILAND	DENV3	01096	94
DENV3/THAILAND/2012/01106/12	2012-01-01	THAILAND	DENV3	01106	12
DENV3/THAILAND/2006/01128/06	2006-01-01	THAILAND	DENV3	01128	06
DENV3/THAILAND/2012/01131/12	2012-01-01	THAILAND	DENV3	01131	12
DENV3/THAILAND/2004/01144/04	2004-01-01	THAILAND	DENV3	01144	04
DENV3/THAILAND/1994/01146/94	1994-01-01	THAILAND	DENV3	01146	94
DENV3/THAILAND/2002/01166/02	2002-01-01	THAILAND	DENV3	01166	02
DENV3/THAILAND/1996/01171/96	1996-01-01	THAILAND	DENV3	01171	96
DENV3/THAILAND/2006/01177/06	2006-01-01	THAILAND	DENV3	01177	06
DENV3/THAILAND/1995/01179/95	1995-01-01	THAILAND	DENV3	01179	95
DENV3/THAILAND/2002/01182/02	2002-01-01	THAILAND	DENV3	01182	02
DENV3/THAILAND/2004/01184/04	2004-01-01	THAILAND	DENV3	01184	04
DENV3/THAILAND/1999/01187/99	1999-01-01	THAILAND	DENV3	01187	99
DENV3/THAILAND/2009/01231/09	2009-01-01	THAILAND	DENV3	01231	09
DENV3/THAILAND/1996/01245/96	1996-01-01	THAILAND	DENV3	01245	96
DENV3/THAILAND/1996/01249/96	1996-01-01	THAILAND	DENV3	01249	96
DENV3/THAILAND/1998/01250/98	1998-01-01	THAILAND	DENV3	01250	98
DENV3/THAILAND/2006/01251/06	2006-01-01	THAILAND	DENV3	01251	06
DENV3/THAILAND/2006/01253/06	2006-01-01	THAILAND	DENV3	01253	06
DENV3/THAILAND/2006/01257/06	2006-01-01	THAILAND	DENV3	01257	06
DENV3/THAILAND/1995/01260/95	1995-01-01	THAILAND	DENV3	01260	95
DENV3/THAILAND/2002/01262/02	2002-01-01	THAILAND	DENV3	01262	02
DENV3/THAILAND/2006/01262/06	2006-01-01	THAILAND	DENV3	01262	06
DENV3/THAILAND/2002/01263/02	2002-01-01	THAILAND	DENV3	01263	02
DENV3/THAILAND/2006/01276/06	2006-01-01	THAILAND	DENV3	01276	06
DENV3/THAILAND/2011/01278/11	2011-01-01	THAILAND	DENV3	01278	11
DENV3/THAILAND/2006/01284/06	2006-01-01	THAILAND	DENV3	01284	06
DENV3/THAILAND/2006/01285/06	2006-01-01	THAILAND	DENV3	01285	06
DENV3/THAILAND/1998/01293/98	1998-01-01	THAILAND	DENV3	01293	98
DENV3/THAILAND/1995/01296/95	1995-01-01	THAILAND	DENV3	01296	95
DENV3/THAILAND/2002/01300/02	2002-01-01	THAILAND	DENV3	01300	02
DENV3/THAILAND/1994/01311/94	1994-01-01	THAILAND	DENV3	01311	94
DENV3/THAILAND/2002/01313/02	2002-01-01	THAILAND	DENV3	01313	02
DENV3/THAILAND/1995/01317/95	1995-01-01	THAILAND	DENV3	01317	95
DENV3/THAILAND/1996/01318/96	1996-01-01	THAILAND	DENV3	01318	96
DENV3/THAILAND/2000/01330/00	2000-01-01	THAILAND	DENV3	01330	00
DENV3/THAILAND/2006/01333/06	2006-01-01	THAILAND	DENV3	01333	06
DENV3/THAILAND/1998/01335/98	1998-01-01	THAILAND	DENV3	01335	98
DENV3/THAILAND/2011/01363/11	2011-01-01	THAILAND	DENV3	01363	11
DENV3/THAILAND/1995/01367/95	1995-01-01	THAILAND	DENV3	01367	95
DENV3/THAILAND/2006/01369/06	2006-01-01	THAILAND	DENV3	01369	06
DENV3/THAILAND/2006/01372/06	2006-01-01	THAILAND	DENV3	01372	06
DENV3/THAILAND/2006/01373/06	2006-01-01	THAILAND	DENV3	01373	06
DENV3/THAILAND/2006/01375/06	2006-01-01	THAILAND	DENV3	01375	06
DENV3/THAILAND/2010/01378/10	2010-01-01	THAILAND	DENV3	01378	10
DENV3/THAILAND/2006/01379/06	2006-01-01	THAILAND	DENV3	01379	06
DENV3/THAILAND/2010/01385/10	2010-01-01	THAILAND	DENV3	01385	10
DENV3/THAILAND/2005/01387/05	2005-01-01	THAILAND	DENV3	01387	05
DENV3/THAILAND/1994/01388/94	1994-01-01	THAILAND	DENV3	01388	94
DENV3/THAILAND/2003/01393/03	2003-01-01	THAILAND	DENV3	01393	03
DENV3/THAILAND/2004/01393/04	2004-01-01	THAILAND	DENV3	01393	04
DENV3/THAILAND/2008/01398/08	2008-01-01	THAILAND	DENV3	01398	08
DENV3/THAILAND/2005/01400/05	2005-01-01	THAILAND	DENV3	01400	05
DENV3/THAILAND/2013/01401/13	2013-01-01	THAILAND	DENV3	01401	13
DENV3/THAILAND/2005/01404/05	2005-01-01	THAILAND	DENV3	01404	05
DENV3/THAILAND/1996/01421/96	1996-01-01	THAILAND	DENV3	01421	96
DENV3/THAILAND/2006/01423/06	2006-01-01	THAILAND	DENV3	01423	06
DENV3/THAILAND/1997/01425/97	1997-01-01	THAILAND	DENV3	01425	97
DENV3/THAILAND/2010/01434/10	2010-01-01	THAILAND	DENV3	01434	10
DENV3/THAILAND/2000/01442/00	2000-01-01	THAILAND	DENV3	01442	00
DENV3/THAILAND/2011/01445/11	2011-01-01	THAILAND	DENV3	01445	11
DENV3/THAILAND/2000/01455/00	2000-01-01	THAILAND	DENV3	01455	00
DENV3/THAILAND/2010/01467/10	2010-01-01	THAILAND	DENV3	01467	10
DENV3/THAILAND/2003/01468/03	2003-01-01	THAILAND	DENV3	01468	03
DENV3/THAILAND/2002/01472/02	2002-01-01	THAILAND	DENV3	01472	02
DENV3/THAILAND/1995/01486/95	1995-01-01	THAILAND	DENV3	01486	95
DENV3/THAILAND/1996/01487/96	1996-01-01	THAILAND	DENV3	01487	96
DENV3/THAILAND/2005/01491/05	2005-01-01	THAILAND	DENV3	01491	05
DENV3/THAILAND/1994/01494/94	1994-01-01	THAILAND	DENV3	01494	94
DENV3/THAILAND/1996/01505/96	1996-01-01	THAILAND	DENV3	01505	96
DENV3/THAILAND/2010/01508/10	2010-01-01	THAILAND	DENV3	01508	10
DENV3/THAILAND/1995/01509/95	1995-01-01	THAILAND	DENV3	01509	95
DENV3/THAILAND/1996/01528/96	1996-01-01	THAILAND	DENV3	01528	96
DENV3/THAILAND/2005/01530/05	2005-01-01	THAILAND	DENV3	01530	05
DENV3/THAILAND/1994/01530/94	1994-01-01	THAILAND	DENV3	01530	94
DENV3/THAILAND/2006/01536/06	2006-01-01	THAILAND	DENV3	01536	06
DENV3/THAILAND/2002/01537/02	2002-01-01	THAILAND	DENV3	01537	02
DENV3/THAILAND/1996/01552/96	1996-01-01	THAILAND	DENV3	01552	96
DENV3/THAILAND/2006/01559/06	2006-01-01	THAILAND	DENV3	01559	06
DENV3/THAILAND/2005/01565/05	2005-01-01	THAILAND	DENV3	01565	05
DENV3/THAILAND/2005/01569/05	2005-01-01	THAILAND	DENV3	01569	05
DENV3/THAILAND/2010/01575/10	2010-01-01	THAILAND	DENV3	01575	10
DENV3/THAILAND/2010/01601/10	2010-01-01	THAILAND	DENV3	01601	10
DENV3/THAILAND/2003/01619/03	2003-01-01	THAILAND	DENV3	01619	03
DENV3/THAILAND/2003/01651/03	2003-01-01	THAILAND	DENV3	01651	03
DENV3/THAILAND/2006/01651/06	2006-01-01	THAILAND	DENV3	01651	06
DENV3/THAILAND/2000/01654/00	2000-01-01	THAILAND	DENV3	01654	00
DENV3/THAILAND/1996/01655/96	1996-01-01	THAILAND	DENV3	01655	96
DENV3/THAILAND/1995/01658/95	1995-01-01	THAILAND	DENV3	01658	95
DENV3/THAILAND/2000/01671/00	2000-01-01	THAILAND	DENV3	01671	00
DENV3/THAILAND/2000/01672/00	2000-01-01	THAILAND	DENV3	01672	00
DENV3/THAILAND/2006/01691/06	2006-01-01	THAILAND	DENV3	01691	06
DENV3/THAILAND/1996/01697/96	1996-01-01	THAILAND	DENV3	01697	96
DENV3/THAILAND/1998/01700/98	1998-01-01	THAILAND	DENV3	01700	98
DENV3/THAILAND/1998/01716/98	1998-01-01	THAILAND	DENV3	01716	98
DENV3/THAILAND/2000/01720/00	2000-01-01	THAILAND	DENV3	01720	00
DENV3/THAILAND/1996/01720/96	1996-01-01	THAILAND	DENV3	01720	96
DENV3/THAILAND/1995/01753/95	1995-01-01	THAILAND	DENV3	01753	95
DENV3/THAILAND/2006/01781/06	2006-01-01	THAILAND	DENV3	01781	06
DENV3/THAILAND/1996/01781/96	1996-01-01	THAILAND	DENV3	01781	96
DENV3/THAILAND/2002/01802/02	2002-01-01	THAILAND	DENV3	01802	02
DENV3/THAILAND/1996/01828/96	1996-01-01	THAILAND	DENV3	01828	96
DENV3/THAILAND/2003/01837/03	2003-01-01	THAILAND	DENV3	01837	03
DENV3/THAILAND/2003/01847/03	2003-01-01	THAILAND	DENV3	01847	03
DENV3/THAILAND/1998/01868/98	1998-01-01	THAILAND	DENV3	01868	98
DENV3/THAILAND/2000/01906/00	2000-01-01	THAILAND	DENV3	01906	00
DENV3/THAILAND/1996/01908/96	1996-01-01	THAILAND	DENV3	01908	96
DENV3/THAILAND/1999/01909/99	1999-01-01	THAILAND	DENV3	01909	99
DENV3/THAILAND/2006/01933/06	2006-01-01	THAILAND	DENV3	01933	06
DENV3/THAILAND/2006/01935/06	2006-01-01	THAILAND	DENV3	01935	06
DENV3/THAILAND/1996/01941/96	1996-01-01	THAILAND	DENV3	01941	96
DENV3/THAILAND/1997/01956/97	1997-01-01	THAILAND	DENV3	01956	97
DENV3/THAILAND/2003/01967/03	2003-01-01	THAILAND	DENV3	01967	03
DENV3/THAILAND/1997/01976/97	1997-01-01	THAILAND	DENV3	01976	97
DENV3/THAILAND/2003/01979/03	2003-01-01	THAILAND	DENV3	01979	03
DENV3/THAILAND/1999/01982/99	1999-01-01	THAILAND	DENV3	01982	99
DENV3/THAILAND/2000/01996/00	2000-01-01	THAILAND	DENV3	01996	00
DENV3/THAILAND/1998/02000/98	1998-01-01	THAILAND	DENV3	02000	98
DENV3/THAILAND/2002/02006/02	2002-01-01	THAILAND	DENV3	02006	02
DENV3/THAILAND/1998/02016/98	1998-01-01	THAILAND	DENV3	02016	98
DENV3/THAILAND/2000/02029/00	2000-01-01	THAILAND	DENV3	02029	00
DENV3/THAILAND/2003/02035/03	2003-01-01	THAILAND	DENV3	02035	03
DENV3/THAILAND/2006/02038/06	2006-01-01	THAILAND	DENV3	02038	06
DENV3/THAILAND/2006/02042/06	2006-01-01	THAILAND	DENV3	02042	06
DENV3/THAILAND/2006/02051/06	2006-01-01	THAILAND	DENV3	02051	06
DENV3/THAILAND/2000/02080/00	2000-01-01	THAILAND	DENV3	02080	00
DENV3/THAILAND/2006/02111/06	2006-01-01	THAILAND	DENV3	02111	06
DENV3/THAILAND/2006/02117/06	2006-01-01	THAILAND	DENV3	02117	06
DENV3/THAILAND/2006/02121/06	2006-01-01	THAILAND	DENV3	02121	06
DENV3/THAILAND/2003/02141/03	2003-01-01	THAILAND	DENV3	02141	03
DENV3/THAILAND/1996/02161/96	1996-01-01	THAILAND	DENV3	02161	96
DENV3/THAILAND/1996/02171/96	1996-01-01	THAILAND	DENV3	02171	96
DENV3/THAILAND/2002/02173/02	2002-01-01	THAILAND	DENV3	02173	02
DENV3/THAILAND/2006/02174/06	2006-01-01	THAILAND	DENV3	02174	06
DENV3/THAILAND/2006/02185/06	2006-01-01	THAILAND	DENV3	02185	06
DENV3/THAILAND/2006/02202/06	2006-01-01	THAILAND	DENV3	02202	06
DENV3/THAILAND/2003/02208/03	2003-01-01	THAILAND	DENV3	02208	03
DENV3/THAILAND/2003/02213/03	2003-01-01	THAILAND	DENV3	02213	03
DENV3/THAILAND/1996/02222/96	1996-01-01	THAILAND	DENV3	02222	96
DENV3/THAILAND/1998/02224/98	1998-01-01	THAILAND	DENV3	02224	98
DENV3/THAILAND/2003/02234/03	2003-01-01	THAILAND	DENV3	02234	03
DENV3/THAILAND/2000/02242/00	2000-01-01	THAILAND	DENV3	02242	00
DENV3/THAILAND/2002/02251/02	2002-01-01	THAILAND	DENV3	02251	02
DENV3/THAILAND/2006/02277/06	2006-01-01	THAILAND	DENV3	02277	06
DENV3/THAILAND/1998/02283/98	1998-01-01	THAILAND	DENV3	02283	98
DENV3/THAILAND/2006/02292/06	2006-01-01	THAILAND	DENV3	02292	06
DENV3/THAILAND/2006/02341/06	2006-01-01	THAILAND	DENV3	02341	06
DENV3/THAILAND/2006/02380/06	2006-01-01	THAILAND	DENV3	02380	06
DENV3/THAILAND/2006/02384/06	2006-01-01	THAILAND	DENV3	02384	06
DENV3/THAILAND/1998/02434/98	1998-01-01	THAILAND	DENV3	02434	98
DENV3/THAILAND/2006/02485/06	2006-01-01	THAILAND	DENV3	02485	06
DENV3/THAILAND/2006/02490/06	2006-01-01	THAILAND	DENV3	02490	06
DENV3/THAILAND/1998/02506/98	1998-01-01	THAILAND	DENV3	02506	98
DENV3/THAILAND/2006/02515/06	2006-01-01	THAILAND	DENV3	02515	06
DENV3/THAILAND/1998/02519/98	1998-01-01	THAILAND	DENV3	02519	98
DENV3/THAILAND/1998/02551/98	1998-01-01	THAILAND	DENV3	02551	98
DENV3/THAILAND/1998/02553/98	1998-01-01	THAILAND	DENV3	02553	98
DENV3/THAILAND/1997/02580/97	1997-01-01	THAILAND	DENV3	02580	97
DENV3/THAILAND/2006/02632/06	2006-01-01	THAILAND	DENV3	02632	06
DENV3/THAILAND/1997/02673/97	1997-01-01	THAILAND	DENV3	02673	97
DENV3/THAILAND/2006/02678/06	2006-01-01	THAILAND	DENV3	02678	06
DENV3/THAILAND/2006/02701/06	2006-01-01	THAILAND	DENV3	02701	06
DENV3/THAILAND/2006/02704/06	2006-01-01	THAILAND	DENV3	02704	06
DENV3/THAILAND/2006/02763/06	2006-01-01	THAILAND	DENV3	02763	06
