,X,Y,Z
DenV2/Colombia/VAC-LSPVAC-01056-VI/2024,0.06723429405073014,0.018409650978583856,0.08631296701759371
DenV2/Colombia/VAC-LSPVAC-01460-VI/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/Colombia/VAC-LSPVAC-01585-VI/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/Colombia/VAC-LSPVAC-01723-VI/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/Colombia/VAC-LSPVAC-01759-VI/2024,0.026714812266934188,0.006770518511586741,0.03784978470269184
DenV2/Colombia/VAC-LSPVAC-01814-VI/2024,0.7994264155237555,-0.4944691172505949,0.34259714060806046
DenV2/Colombia/VAC-LSPVAC-01948-VI/2024,0.1098816627959028,-0.013480853376513932,0.10199717306866969
DenV2/Colombia/VAC-LSPVAC-02013-VI/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/Colombia/VAC-LSPVAC-02332-VI/2024,0.06723429405073014,0.018409650978583856,0.08631296701759371
DenV2/Colombia/VAC-LSPVAC-02570-VI/2024,0.03328045980970525,0.008099599030213761,0.046936945184115716
DenV2/Colombia/VAC-LSPVAC-02730-VI/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/Colombia/VAC-LSPVAC-04996-VI/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/mosquito/Colombia/ANT-UDEA-0720/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/mosquito/Colombia/ANT-UDEA-0720LIME/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
DenV2/mosquito/Colombia/ANT-UDEA-0997LIME/2024,0.8254567087736916,-0.30907562287581836,0.6126069995222487
hDenV2/Colombia/ANT-BROAD-0000008/2004,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/ANT-UDEA-C0A0029/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/ANT-UDEA-COA0028/2021,0.037432266402038936,0.00913132674288925,0.052087573738374575
hDenV2/Colombia/ANT-UDEA-COA0105/2022,0.037432266402038936,0.00913132674288925,0.052087573738374575
hDenV2/Colombia/ANT-UDEA-COA0106/2022,0.037432266402038936,0.00913132674288925,0.052087573738374575
hDenV2/Colombia/ANT-UDEA-COA0223/2022,0.037432266402038936,0.00913132674288925,0.052087573738374575
hDenV2/Colombia/ANT-UDEA-COT0021/2023,0.030790869582337017,0.0074873870837186066,0.04378618482350012
hDenV2/Colombia/ANT-UDEA-COT0213/2023,0.8254567087736916,-0.30907562287581836,0.6126069995222487
hDenV2/Colombia/ANT-UDEA-COT0237/2023,0.8254567087736916,-0.30907562287581836,0.6126069995222487
hDenV2/Colombia/ANT-UDEA-COT0238/2023,0.8254567087736916,-0.30907562287581836,0.6126069995222487
hDenV2/Colombia/ANT-UDEA-PFT1/2023,0.8254567087736916,-0.30907562287581836,0.6126069995222487
hDenV2/Colombia/ARA-INS-457058/2016,0.037432266402038936,0.00913132674288925,0.052087573738374575
hDenV2/Colombia/BOL-UEB-113/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-126/2021,0.03385632967506356,0.010551323362565462,0.04476966048669217
hDenV2/Colombia/BOL-UEB-264/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-27/2021,0.03791950219071772,0.009697121681625672,0.05029483735265766
hDenV2/Colombia/BOL-UEB-3/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-311/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-321/2021,0.11888284895076152,0.038057790414752816,0.15316148780208036
hDenV2/Colombia/BOL-UEB-322/2021,0.038465922319309204,0.009725416721191999,0.050798529592602136
hDenV2/Colombia/BOL-UEB-327/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-4/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-70/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/BOL-UEB-87/2021,0.06944532605526825,0.018556460219228167,0.08823261486145996
hDenV2/Colombia/CAL-INS-427516/2013,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/CAS-INS-484771/2016,0.03316926936252553,0.0079260930220025,0.0468356935048322
hDenV2/Colombia/CAS-INS-484926/2016,0.04381474879496513,0.010356431611652306,0.05962399061737262
hDenV2/Colombia/CAU-INS-422641/2013,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/COR-UNICORDOBA-23/2021,0.05543014668382548,0.01493512669243642,0.07202137220813015
hDenV2/Colombia/CUN-INS-425819/2013,0.06968937586965539,0.020259707565647544,0.083369226095723
hDenV2/Colombia/CUN-UEB-028/2014,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/CUN-UEB-16/2016,0.06968937586965539,0.020259707565647544,0.083369226095723
hDenV2/Colombia/CUN-UEB-28/2014,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/CUN-UEB-3/2014,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/CUN-UEB-391/2014,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/CUN-UEB-72/2014,0.0885205346684688,0.024507435121675535,0.11168520859894202
hDenV2/Colombia/GUV-BROAD-0000010/2005,0.04381474879496513,0.010356431611652306,0.05962399061737262
hDenV2/Colombia/GUV-BROAD-0000011/2005,0.04381474879496513,0.010356431611652306,0.05962399061737262
hDenV2/Colombia/GUV-BROAD-0000012/2005,0.04381474879496513,0.010356431611652306,0.05962399061737262
hDenV2/Colombia/GUV-BROAD-0000013/2005,0.04381474879496513,0.010356431611652306,0.05962399061737262
hDenV2/Colombia/GUV-BROAD-0000014/2005,0.04381474879496513,0.010356431611652306,0.05962399061737262
hDenV2/Colombia/GUV-INS-476747/2016,0.03316926936252553,0.0079260930220025,0.0468356935048322
