,X,Y,Z
DenV1/mosquito/Colombia/MAG-CIST-0134/2018,0.010630989610295002,0.025428388918013328,0.03243646579412412
DenV1/mosquito/Colombia/MAG-CIST-0151/2018,0.010630989610295002,0.025428388918013328,0.03243646579412412
DenV1/un/Colombia/un-UniNorte-1/2001,-0.003729400256402018,-0.014833515396387801,-0.003846863332176397
hDenV1/Colombia/ANT-INS-485061/2016,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COA0053/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COA0214/2022,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COA0234/2022,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COT0011/2023,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COT0012/2023,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COT0017/2023,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COT0026/2023,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COT0028/2023,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDEA-COT0221/2023,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/ANT-UDS-0746586/2013,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/CAU-INS-483718/2016,-0.01847282675123604,-0.053352508068708185,-0.02917822823236841
hDenV1/Colombia/CUN-INS-450339/2015,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/FUADLA-AFI025_676/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/FUADLA-AFI059_677/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/HUI-UEB-033/2011,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/MET-INS-424735/2013,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-BROAD-0000019/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-BROAD-0000020/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-BROAD-0000023/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-BROAD-0000025/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIDS-555/2001,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIDS-556/2015,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIDS-557/2009,-0.005311585433310691,0.021467661142122486,0.011956876129991707
hDenV1/Colombia/NSA-UIDS-558/2016,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIDS-559/2015,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00005/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00006/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00007/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00008/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00009/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00010/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00011/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00012/2005,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00013/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00014/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00015/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00020/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00034/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00037/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00038/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00039/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00040/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00041/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00042/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00043/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00044/2006,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/NSA-UIS-00045/2006,0.0027930144005697075,0.014670753972054206,0.017436382011111945
hDenV1/Colombia/NSA-UIS-00046/2006,0.0027930144005697075,0.014670753972054206,0.017436382011111945
hDenV1/Colombia/RIS-FUAA-AFI031/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/RIS-FUAA-AFI082/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/RIS-FUAA-AFI101/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/RIS-FUAA-AFI224/2022,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/RIS-FUAA-DFC059/2021,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/RIS-INS-476947/2016,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000029/2007,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000032/2008,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000036/2007,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000037/2005,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000046/2007,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000053/2007,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-BROAD-0000058/2001,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-UIS-0000005/2015,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-UIS-0000007/2015,0.023338820933366863,-0.05243888859771543,-0.03731618284601628
hDenV1/Colombia/SAN-UIS-0000008/2014,0.010630989610295002,0.025428388918013328,0.03243646579412412
hDenV1/Colombia/SAN-UIS-0000009/2010,0.010630989610295002,0.025428388918013328,0.03243646579412412
