,X,Y,Z
hDenV3/Colombia/ANT-UDS-0109587/2012,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0221590/2013,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0267594/2014,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0671588/2012,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0690589/2013,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0751591/2013,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0757593/2013,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/ANT-UDS-0758592/2013,0.7104316766710858,-0.39791654836100004,0.5006622187183002
hDenV3/Colombia/ANT-UIDS-1080215/2015,0.2243407264791079,-0.11678978481571749,0.16986198680625308
hDenV3/Colombia/CAS-INS-450397/2015,0.23995027370055602,-0.12611575124307425,0.18092013359876347
hDenV3/Colombia/CAS-INS-458997/2015,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/CUN-UEB-007/2014,0.5842494556924821,-0.33220147056361715,0.414991788861416
hDenV3/Colombia/NSA-BROAD-0000016/2005,0.9900803205757179,-0.14050244249943816,0.9605181042246292
hDenV3/Colombia/NSA-BROAD-0000017/2005,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-BROAD-0000018/2006,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-BROAD-0000026/2005,0.9900803205757179,-0.14050244249943816,0.9605181042246292
hDenV3/Colombia/NSA-UIDS-291/2015,0.30031319828214154,-0.16251435989574,0.22322743250503566
hDenV3/Colombia/NSA-UIDS-292/2014,0.6867139341827302,-0.3884423168657817,0.48366066654724776
hDenV3/Colombia/NSA-UIDS-293/2002,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-294/2002,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-295/2002,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-296/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-297/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-298/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-299/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-300/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-301/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-302/2007,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-303/2007,0.30807144637217304,-0.16749264014298254,0.22930424875309563
hDenV3/Colombia/NSA-UIDS-304/2007,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-305/2008,0.21512901133986098,-0.10206603068130828,0.17065795525518526
hDenV3/Colombia/NSA-UIDS-306/2009,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-307/2009,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-308/2009,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-309/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-310/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-311/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-312/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-313/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-314/2010,0.2202133663186924,-0.12219374495372352,0.16582329703048065
hDenV3/Colombia/NSA-UIDS-315/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-316/2010,0.2202133663186924,-0.12219374495372352,0.16582329703048065
hDenV3/Colombia/NSA-UIDS-317/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-318/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-319/2010,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-561/2015,0.19046272507492257,-0.09672281579951816,0.1456793171136784
hDenV3/Colombia/NSA-UIDS-562/2015,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/NSA-UIDS-563/2014,0.21951768996083795,-0.11395393857698595,0.16644566390568205
hDenV3/Colombia/NSA-UIDS-564/2014,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/RIS-INS-449326/2015,0.7104316766710858,-0.39791654836100004,0.5006622187183002
hDenV3/Colombia/RIS-INS-449499/2015,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/RIS-INS-449683/2015,0.7104316766710858,-0.39791654836100004,0.5006622187183002
hDenV3/Colombia/RIS-INS-449959/2015,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/RIS-INS-459860/2016,0.7104316766710858,-0.39791654836100004,0.5006622187183002
hDenV3/Colombia/RIS-INS-476944/2016,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/RIS-INS-483948/2016,0.7104316766710858,-0.39791654836100004,0.5006622187183002
hDenV3/Colombia/SAN-BROAD-0000034/2003,0.2202133663186924,-0.12219374495372352,0.16582329703048065
hDenV3/Colombia/SAN-BROAD-0000035/2003,0.22587919778167648,-0.1179040501491717,0.17094863796591053
hDenV3/Colombia/SAN-BROAD-0000038/2007,0.30807144637217304,-0.16749264014298254,0.22930424875309563
hDenV3/Colombia/SAN-BROAD-0000040/2004,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000042/2003,0.2202133663186924,-0.12219374495372352,0.16582329703048065
hDenV3/Colombia/SAN-BROAD-0000043/2007,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000045/2004,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000049/2002,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000052/2001,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000054/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000057/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-0000059/2003,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-2978/2001,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-BROAD-3012/2001,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-UIS-0000038/2016,0.23631939894520845,-0.12402249972369028,0.17836372674806666
hDenV3/Colombia/SAN-UIS-0000044/2016,0.23631939894520845,-0.12402249972369028,0.17836372674806666
hDenV3/Colombia/SAN-UIS-0000045/2016,0.7104316766710858,-0.39791654836100004,0.5006622187183002
hDenV3/Colombia/SAN-UIS-0000049/2016,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/SAN-UIS-0000053/2014,0.21951768996083795,-0.11395393857698595,0.16644566390568205
hDenV3/Colombia/SUC-UDS-Cz08584/2013,0.0406332097699048,-0.05146095734133493,0.009792535877161208
hDenV3/Colombia/SUC-UDS-Cz19583/2013,0.0406332097699048,-0.05146095734133493,0.009792535877161208
hDenV3/Colombia/SUC-UDS-Si36585/2013,0.013212080110639006,0.0106633128461172,0.012300345331168382
hDenV3/Colombia/VAC-LSPVAC-05877-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-06323-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-06340-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-06427-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-06515-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-06576-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-08356-2-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-08627-2-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-08706-2-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-08766-2-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-08909-2-VI/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-20240920-1033-VIG/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2306512/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2306514/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2306902/2023,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2400189/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2401605/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2401928/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2402565/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2402603/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2402864/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2404366/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2404622/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2404889/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2405830/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2405862-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2406948-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2406989-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2407187-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2407349-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2407446-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
hDenV3/Colombia/VAC-LSPVAC-2407449-VI/2024,0.39884556389420994,-0.22208543952140097,0.290853674024076
