strain	date	region	country	division
hDenV2/Colombia/un-CNIH-484995/2016	2016	South America	Colombia	
hDenV2/Colombia/un-CNIH-462966/2016	2016	South America	Colombia	
hDenV2/Colombia/un-CNIH-484928/2016	2016	South America	Colombia	
hDenV2/Colombia/un-CNIH-452018/2015	2015	South America	Colombia	
DenV2/un/Colombia/un-PKTMI-00011/1986	1986	South America	Colombia	
hDenV2/Colombia/un-PU-2378816/1998	1998	South America	Colombia	
hDenV2/Colombia/un-UDEA-218/1998	1998	South America	Colombia	
hDenV2/Colombia/un-UDEA-253/2007	2007	South America	Colombia	
hDenV2/Colombia/un-UDEA-13564/2000	2000	South America	Colombia	
hDenV2/Colombia/un-UDEA-302/1997	1997	South America	Colombia	
hDenV2/Colombia/un-UDEA-141242/2010	2010	South America	Colombia	
hDenV2/Colombia/un-UDEA-MIT1116/2007	2007	South America	Colombia	
hDenV2/Colombia/un-UDEA-311057/2010	2010	South America	Colombia	
hDenV2/Colombia/un-UDEA-450614/2015	2015	South America	Colombia	
hDenV2/Colombia/un-UDEA-338/2007	2007	South America	Colombia	
hDenV2/Colombia/un-UDEA-HEL/2000	2000	South America	Colombia	
hDenV2/Colombia/un-UDEA-477/1997	1997	South America	Colombia	
hDenV2/Colombia/un-UDEA-768/1996	1996	South America	Colombia	
hDenV2/Colombia/un-UDEA-3986/2007	2007	South America	Colombia	
hDenV2/Colombia/un-UDEA-6075/2006	2006	South America	Colombia	
hDenV2/Colombia/un-UDEA-14025/2002	2002	South America	Colombia	
hDenV2/Colombia/un-UDEA-781/1994	1994	South America	Colombia	
hDenV2/Colombia/un-UDEA-311082/2010	2010	South America	Colombia	
hDenV2/Colombia/un-UDEA-456521/2016	2016	South America	Colombia	
hDenV2/Colombia/un-UDEA-18975/2001	2001	South America	Colombia	
hDenV2/Colombia/un-UDEA-14/2000	2000	South America	Colombia	
hDenV2/Colombia/un-UDEA-080/2004	2004	South America	Colombia	
hDenV2/Colombia/un-UDEA-051/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-053/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-095/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-109/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-200/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-427305/2013	2013	South America	Colombia	
hDenV2/Colombia/un-UDEA-367566/1995	1995	South America	Colombia	
hDenV2/Colombia/un-UDEA-360236/1992	1992	South America	Colombia	
hDenV2/Colombia/un-UDEA-121063/2010	2010	South America	Colombia	
hDenV2/Colombia/un-UDEA-122129/2010	2010	South America	Colombia	
hDenV2/Colombia/un-UDEA-AC37/2015	2015	South America	Colombia	
hDenV2/Colombia/un-UDEA-MIT1134/2007	2007	South America	Colombia	
hDenV2/Colombia/un-UDEA-MIT1130/2001	2001	South America	Colombia	
hDenV2/Colombia/un-UDEA-MIT1121/1998	1998	South America	Colombia	
hDenV2/Colombia/un-UDEA-13517/2000	2000	South America	Colombia	
hDenV2/Colombia/un-UDEA-13072/2000	2000	South America	Colombia	
hDenV2/Colombia/un-UDEA-8496/2007	2007	South America	Colombia	
hDenV2/Colombia/un-UDEA-469/1995	1995	South America	Colombia	
hDenV2/Colombia/un-UDEA-634/1995	1995	South America	Colombia	
hDenV2/Colombia/un-UDEA-468118/2016	2016	South America	Colombia	
hDenV2/Colombia/un-UDEA-3273/1998	1998	South America	Colombia	
hDenV2/Colombia/un-UDEA-449277/2015	2015	South America	Colombia	
hDenV2/Colombia/un-UDEA-446765/2015	2015	South America	Colombia	
hDenV2/Colombia/un-UDEA-AC79/2015	2015	South America	Colombia	
hDenV2/Colombia/un-UDEA-MIT1084/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-MIT1086/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-015/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-450433/2015	2015	South America	Colombia	
hDenV2/Colombia/un-UDEA-210/2005	2005	South America	Colombia	
hDenV2/Colombia/un-UDEA-583/1997	1997	South America	Colombia	
hDenV2/Colombia/un-UDEA-005/1999	1999	South America	Colombia	
hDenV2/Colombia/un-UDEA-17942/2002	2002	South America	Colombia	
hDenV2/Colombia/un-UDEA-16173/2002	2002	South America	Colombia	
hDenV2/Colombia/un-UDEA-369561/1995	1995	South America	Colombia	
hDenV2/Colombia/un-UNICORDOBA-34/2021	2021-11-20	South America	Colombia	
hDenV2/Colombia/SAN-UIS-02/2005	2005	South America	Colombia	Santander
hDenV2/Colombia/un-OUCRU-260/2013	2013	South America	Colombia	
hDenV2/Colombia/un-OUCRU-259/2012	2012	South America	Colombia	
hDenV2/Colombia/un-OUCRU-261/2012	2012	South America	Colombia	
hDenV2/Colombia/DC-SFBR-00024/1992	1992	South America	Colombia	Bucaramanga
hDenV2/Colombia/TOL-SFBR-00036/1992	1992	South America	Colombia	Tolima
hDenV2/Colombia/GUV-INS-476747/2016	2016	South America	Colombia	Guaviare
hDenV2/Colombia/TOL-INS-479622/2016	2016-05-15	South America	Colombia	Tolima
hDenV2/Colombia/un-INS-480592/2016	2016-05-29	South America	Colombia	
hDenV2/Colombia/un-INS-484925/2016	2016-07-14	South America	Colombia	
hDenV2/Colombia/CAS-INS-484926/2016	2016-07-22	South America	Colombia	Casanare
hDenV2/Colombia/un-INS-484927/2016	2016-07-22	South America	Colombia	
hDenV2/Colombia/un-INS-484928/2016	2016-07-22	South America	Colombia	
hDenV2/Colombia/HUI-INS-484978/2016	2016-08-23	South America	Colombia	Huila
hDenV2/Colombia/un-INS-462966/2016	2016-01-28	South America	Colombia	
hDenV2/Colombia/ARA-INS-457058/2016	2016-01-04	South America	Colombia	Arauca
hDenV2/Colombia/un-INS-468118/2016	2016-01-16	South America	Colombia	
hDenV2/Colombia/TOL-INS-425817/2013	2013-08-06	South America	Colombia	Tolima
hDenV2/Colombia/MET-INS-422091/2013	2013-02-23	South America	Colombia	Meta
hDenV2/Colombia/PUT-INS-423887/2013	2013-04-20	South America	Colombia	Putumayo
hDenV2/Colombia/HUI-INS-452018/2015	2015-11-01	South America	Colombia	Huila
hDenV2/Colombia/CAL-INS-427516/2013	2013	South America	Colombia	Caldas
hDenV2/Colombia/TOL-INS-428702/2014	2014-01-14	South America	Colombia	Tolima
hDenV2/Colombia/MET-INS-434321/2014	2014-09-18	South America	Colombia	Meta
hDenV2/Colombia/RIS-INS-449277/2015	2015-08-20	South America	Colombia	Risaralda
hDenV2/Colombia/HUI-INS-449308/2015	2015	South America	Colombia	Huila
hDenV2/Colombia/TOL-INS-449418/2015	2015-08-25	South America	Colombia	Tolima
hDenV2/Colombia/PUT-INS-449510/2015	2015-09-05	South America	Colombia	Putumayo
hDenV2/Colombia/un-INS-450446/2015	2015	South America	Colombia	
hDenV2/Colombia/COR-UNICORDOBA-23/2021	2021-11-11	South America	Colombia	Cordoba
hDenV2/Colombia/un-Yale-DH158/2006	2006-01-01	South America	Colombia	
hDenV2/Colombia/un-Yale-DH059/1993	1993-01-01	South America	Colombia	
hDenV2/Colombia/MET-UR-207/2023	2023-05-01	South America	Colombia	Meta
hDenV2/Colombia/MET-UR-237/2023	2023-05-03	South America	Colombia	Meta
hDenV2/Colombia/un-UDEA-LET1268/2023	2023-02-07	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1208/2022	2022-11-30	South America	Colombia	
hDenV2/Colombia/un-UDEA-1145/2022	2022-10-28	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1260/2023	2023-02-01	South America	Colombia	
hDenV2/Colombia/un-UDEA-1262/2023	2023-02-02	South America	Colombia	
hDenV2/Colombia/un-UDEA-1125/2022	2022-10-15	South America	Colombia	
hDenV2/Colombia/un-UDEA-1127/2022	2022-10-19	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1205/2022	2022-11-30	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1232/2022	2022-12-15	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1199/2022	2022-11-25	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1259/2023	2023-02-01	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1287/2023	2023-02-10	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1270/2023	2023-02-08	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1209/2022	2022-11-30	South America	Colombia	
hDenV2/Colombia/un-UDEA-1160/2022	2022-11-04	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1269/2023	2023-02-08	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1206/2022	2022-11-30	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1202/2022	2022-11-26	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1172/2022	2022-11-10	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1225/2022	2022-12-13	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1282/2023	2023-02-09	South America	Colombia	
hDenV2/Colombia/un-UDEA-35H/2022	2022-05-18	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1266/2023	2023-02-03	South America	Colombia	
hDenV2/Colombia/un-UDEA-1153/2022	2022-11-04	South America	Colombia	
hDenV2/Colombia/un-UDEA-1142/2022	2022-10-27	South America	Colombia	
hDenV2/Colombia/un-UDEA-1120/2022	2022-10-13	South America	Colombia	
hDenV2/Colombia/un-UDEA-1147/2022	2022-10-28	South America	Colombia	
hDenV2/Colombia/un-UDEA-1146/2022	2022-10-28	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1185/2022	2022-11-23	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1251/2023	2023-01-06	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1275/2023	2023-02-08	South America	Colombia	
hDenV2/Colombia/un-UDEA-2395/2022	2022-12-09	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1235/2022	2022-12-17	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1191/2022	2022-11-22	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1170/2022	2022-11-09	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1181/2022	2022-11-17	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1193/2022	2022-11-21	South America	Colombia	
hDenV2/Colombia/un-UDEA-1114/2022	2022-10-11	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1198/2022	2022-11-25	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1184/2022	2022-11-21	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1222/2022	2022-12-09	South America	Colombia	
hDenV2/Colombia/un-UDEA-LET1286/2023	2023-02-09	South America	Colombia	
hDenV2/Colombia/VAC-LSPVAC-2306881/2023	2023-08-18	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-08431-2-VI/2023	2023-10-03	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-08912-2-VI/2023	2023-10-18	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-02903-VI/2023	2023-04-14	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-09410-2-VI/2023	2023-10-24	South America	Colombia	Valle del Cauca
DenV2/un/Colombia/un-UH-97/1997	1997	South America	Colombia	
DenV2/un/Colombia/un-UH-A-93/1993	1993	South America	Colombia	
DenV2/un/Colombia/un-SFBR-360281/un	unknown	South America	Colombia	
hDenV2/Colombia/MET-NFDCN-CIMBIUR_207/2023	2023-05-01	South America	Colombia	Meta
hDenV2/Colombia/MET-NFDCN-CIMBIUR_237/2023	2023-05-03	South America	Colombia	Meta
hDenV2/Colombia/VAC-LSPVAC-2403818/2024	2024-03-10	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2404023/2024	2024-03-07	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2404593/2024	2024-03-13	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2405259/2024	2024-04-05	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2405558/2024	2024-04-11	South America	Colombia	Valle del Cauca
hDenV2/Colombia/un-Yale-DN02417/2023	2023-10-24	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02543/2024	2024-02-09	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02547/2024	2024-02-15	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02370/2023	2023-09-03	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02542/2024	2024-02-12	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02567/2024	2024-02-25	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02428/2023	2023-11-12	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02574/2024	2024-03-01	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02356/2023	2023-08-18	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02410/2023	2023-10-19	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02554/2024	2024-02-19	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02519/2024	2024-01-30	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02520/2024	2024-01-31	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02524/2024	2024-01-30	South America	Colombia	
hDenV2/Colombia/VAC-LSPVAC-2406410-VI/2024	2024-04-25	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2407448-VI/2024	2024-05-11	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2408056-VI/2024	2024-05-23	South America	Colombia	Valle del Cauca
DenV2/Colombia/VAC-LSPVAC-01759-VI/2024	2024-01-13	South America	Colombia	Valle del Cauca
DenV2/Colombia/VAC-LSPVAC-02332-VI/2024	2024-02-05	South America	Colombia	Valle del Cauca
DenV2/Colombia/VAC-LSPVAC-02570-VI/2024	2024-01-29	South America	Colombia	Valle del Cauca
DenV2/mosquito/Colombia/ANT-UDEA-0720/2024	2024-07-04	South America	Colombia	Antioquia
DenV2/mosquito/Colombia/ANT-UDEA-0720LIME/2024	2024-07-04	South America	Colombia	Antioquia
DenV2/mosquito/Colombia/ANT-UDEA-0997LIME/2024	2024-09-06	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COA0105/2022	2022-03-15	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COA0028/2021	2021-08-27	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COT0238/2023	2023-09-20	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COT0237/2023	2023-09-20	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COT0213/2023	2023-07-29	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-PFT1/2023	2023-12	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COT0021/2023	2023-08-03	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COA0106/2022	2022-03-15	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-COA0223/2022	2022-03-23	South America	Colombia	Antioquia
hDenV2/Colombia/ANT-UDEA-C0A0029/2021	2021-08-27	South America	Colombia	Antioquia
hDenV2/Colombia/un-Yale-DN02882/2024	2024-05-28	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02881/2024	2024-05-28	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02875/2024	2024-08-06	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02866/2024	2024-07-28	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02865/2024	2024-07-31	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02853/2024	2024-07-20	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02845/2024	2024-07-05	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02841/2024	2024-06-27	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02834/2024	2024-06-23	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02833/2024	2024-06-23	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02832/2024	2024-06-22	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02831/2024	2024-06-20	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02809/2024	2024-06-11	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02807/2024	2024-06-07	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02795/2024	2024-05-26	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02793/2024	2024-05-25	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02788/2024	2024-05-18	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02787/2024	2024-05-19	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02770/2024	2024-05-12	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02768/2024	2024-05-07	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02767/2024	2024-05-08	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02766/2024	2024-05-08	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02753/2024	2024-04-24	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02747/2024	2024-04-21	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02746/2024	2024-04-19	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02742/2024	2024-04-18	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02737/2024	2024-04-11	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02734/2024	2024-04-11	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02732/2024	2024-04-10	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02729/2024	2024-04-06	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02720/2024	2024-04-01	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02719/2024	2024-04-02	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02715/2024	2024-03-26	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02714/2024	2024-03-25	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02710/2024	2024-03-21	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02702/2024	2024-03-20	South America	Colombia	
hDenV2/Colombia/un-Yale-DN02692/2024	2024-03-13	South America	Colombia	
hDenV2/Colombia/CUN-UEB-028/2014	2014-02-09	South America	Colombia	Cundinamarca
hDenV2/Colombia/VAC-LSPVAC-0127-1031-VIG/2025	2025-01-25	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0127-1039-VIG/2025	2025-01-13	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0129-1128-VIG/2025	2025-01-27	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0210-1765-VIG/2025	2025-01-31	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0221-2517-VIG/2025	2025-02-12	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0225-2765-VIG/2025	2025-02-24	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0226-2838-VIG/2025	2025-02-11	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0226-2907-VIG/2025	2025-01-27	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0226-2908-VIG/2025	2025-01-27	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-0227-2989-VIG/2025	2025-02-12	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2409196-VI/2024	2024-07-14	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2409289-VI/2024	2024-07-11	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2409312-VI/2024	2024-07-12	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2409552-VI/2024	2024-07-17	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2409697-VI/2024	2024-07-27	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2409724-VI/2024	2024-07-30	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2410056-VI/2024	2024-08-01	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2410092-VI/2024	2024-08-01	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2410159-VI/2024	2024-08-06	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2410312-VI/2024	2024-08-05	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2410538-VI/2024	2024-08-04	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2401759-VI/2024	2024-01-13	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-3232-VIG/2025	2025-02-14	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-3235-VIG/2025	2025-02-17	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-3269-VIG/2025	2025-03-02	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-3281-VIG/2025	2025-02-27	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-3561-VIG/2025	2025-02-28	South America	Colombia	Valle del Cauca
