Year,Month,Time,D1_raw,D1_ma,D1_recon,D2_raw,D2_ma,D2_recon,D3_raw,D3_ma,D3_recon,D4_raw,D4_ma,D4_recon
1973,1,1973,0,0.0920233438830513,1.12389065534714,0,0.115343408338714,1.38462863607705,0,0.121392173082569,1.17470116057831,0,-0.12750599116752,0.897929402836447
1973,1.99999999999909,1973.08333333333,0,0.00558638258258674,1.03180471010622,0,0.028065985663132,1.28516218143654,0,-0.0187919276953831,1.02493373671357,0,-0.00300740883790609,1.01987151528595
1973,3.00000000000091,1973.16666666667,0,0.00558638258258674,1.03283306528525,0,0.028065985663132,1.30156406936667,0,-0.0187919276953831,1.02886058544641,0,-0.00300740883790609,1.02277819058898
1973,4,1973.25,0,0.00558638258258674,1.03391064436887,0,0.028065985663132,1.31811085615936,0,-0.0187919276953831,1.03282894191408,0,-0.00300740883790609,1.02569744808161
1973,4.99999999999909,1973.33333333333,0,0.00558638258258674,1.03503798199398,0,0.028065985663132,1.33480241416955,0,-0.0187919276953831,1.03683906986448,0,-0.00300740883790609,1.02862945593113
1973,6.00000000000091,1973.41666666667,0,0.00558638258258674,1.03621562161005,0,0.028065985663132,1.35163857980686,0,-0.0187919276953831,1.04089123611343,0,-0.00300740883790609,1.03157438387049
1973,7,1973.5,3,0.00558638258258674,1.03744411570241,2,0.028065985663132,1.3686191528892,2,-0.0187919276953831,1.04498571055957,0,-0.00300740883790609,1.03453240321375
1973,7.99999999999909,1973.58333333333,1,0.00558638258258674,1.03872402601995,6,0.028065985663132,1.38574389599761,0,-0.0187919276953831,1.04912276619932,0,-0.00300740883790609,1.03750368687193
1973,9.00000000000091,1973.66666666667,0,0.00558638258258674,1.04005592380737,2,0.028065985663132,1.40301253383294,1,-0.0187919276953831,1.05330267914217,0,-0.00300740883790609,1.04048840936895
1973,10,1973.75,0,0.00558638258258674,1.04144039004208,3,0.028065985663132,1.4204247525746,0,-0.0187919276953831,1.05752572862602,0,-0.00300740883790609,1.04348674685801
1973,10.9999999999991,1973.83333333333,0,0.00558638258258674,1.04287801567593,0,0.028065985663132,1.43798019924181,0,-0.0187919276953831,1.0617921970328,0,-0.00300740883790609,1.04649887713809
